node1,node2
call,offensive
call,confederate
local,official
local,take
local,offensive
local,confederate
local,monument
official,take
official,offensive
official,confederate
official,monument
official,weak
take,offensive
take,confederate
take,monument
take,weak
take,weak
offensive,confederate
offensive,monument
offensive,weak
offensive,weak
offensive,ignorance
confederate,monument
confederate,weak
confederate,weak
confederate,ignorance
confederate,narcissism
monument,weak
monument,weak
monument,ignorance
monument,narcissism
monument,prevent
weak,weak
weak,ignorance
weak,narcissism
weak,prevent
weak,govern
weak,ignorance
weak,narcissism
weak,prevent
weak,govern
weak,behalf
ignorance,narcissism
ignorance,prevent
ignorance,govern
ignorance,behalf
narcissism,prevent
narcissism,govern
narcissism,behalf
narcissism,know
prevent,govern
prevent,behalf
prevent,know
prevent,beat
govern,behalf
govern,know
govern,beat
govern,drum
behalf,know
behalf,beat
behalf,drum
behalf,white
know,beat
know,drum
know,white
know,grievance
know,rile
beat,drum
beat,white
beat,grievance
beat,rile
beat,angry
drum,white
drum,grievance
drum,rile
drum,angry
drum,crowd
white,grievance
white,rile
white,angry
white,crowd
white,spread
grievance,rile
grievance,angry
grievance,crowd
grievance,spread
grievance,discord
rile,angry
rile,crowd
rile,spread
rile,discord
rile,hate
angry,crowd
angry,spread
angry,discord
angry,hate
angry,consume
crowd,spread
crowd,discord
crowd,hate
crowd,consume
crowd,bring
spread,discord
spread,hate
spread,consume
spread,bring
spread,presidency
discord,hate
discord,consume
discord,bring
discord,presidency
discord,crash
hate,consume
hate,bring
hate,presidency
hate,crash
hate,horrified
consume,bring
consume,presidency
consume,crash
consume,horrified
consume,public
bring,presidency
bring,crash
bring,horrified
bring,public
presidency,crash
presidency,horrified
presidency,public
crash,horrified
crash,public
horrified,public
public,write
write,right
write,turn
write,blog
write,offer
right,turn
right,blog
right,offer
right,report
turn,blog
turn,offer
turn,report
turn,opinion
blog,offer
blog,report
blog,opinion
blog,conservative
offer,report
offer,opinion
offer,conservative
offer,perspective
report,opinion
report,conservative
report,perspective
opinion,conservative
opinion,perspective
conservative,perspective
one,largest
one,jewish
one,population
largest,jewish
largest,population
largest,select
jewish,population
jewish,select
jewish,deli
population,select
population,deli
population,thrive
select,deli
select,thrive
select,deli
select,nearly
select,prevalent
deli,thrive
deli,deli
deli,nearly
deli,prevalent
thrive,deli
thrive,nearly
thrive,prevalent
deli,nearly
deli,prevalent
nearly,prevalent
nearly,bagel
prevalent,bagel
prevalent,pastrami
bagel,pastrami
bagel,rye
bagel,symbolic
bagel,city
pastrami,rye
pastrami,symbolic
pastrami,city
rye,symbolic
rye,city
rye,new
symbolic,city
symbolic,new
city,new
city,restaurant
new,restaurant
opening,end
opening,month
end,month
end,table
month,table
table,tavern
table,wife
tavern,wife
tavern,seek
tavern,boost
wife,seek
wife,boost
wife,relevance
seek,boost
seek,relevance
boost,relevance
boost,style
relevance,style
relevance,jewish
style,jewish
style,delis
style,reinvent
style,deli
jewish,delis
jewish,reinvent
jewish,deli
jewish,modern
delis,reinvent
delis,deli
delis,modern
delis,twist
reinvent,deli
reinvent,modern
reinvent,twist
reinvent,first
reinvent,step
deli,modern
deli,twist
deli,first
deli,step
deli,reinvention
modern,twist
modern,first
modern,step
modern,reinvention
modern,combine
twist,first
twist,step
twist,reinvention
twist,combine
twist,traditional
first,step
first,reinvention
first,combine
first,traditional
first,middle
step,reinvention
step,combine
step,traditional
step,middle
step,eastern
reinvention,combine
reinvention,traditional
reinvention,middle
reinvention,eastern
reinvention,dish
combine,traditional
combine,middle
combine,eastern
combine,dish
combine,traditional
traditional,middle
traditional,eastern
traditional,dish
traditional,traditional
traditional,deli
middle,eastern
middle,dish
middle,traditional
middle,deli
middle,fare
eastern,dish
eastern,traditional
eastern,deli
eastern,fare
dish,traditional
dish,deli
dish,fare
dish,lebanese
traditional,deli
traditional,fare
traditional,lebanese
traditional,inspiration
deli,fare
deli,lebanese
deli,inspiration
deli,merging
fare,lebanese
fare,inspiration
fare,merging
fare,cuisine
lebanese,inspiration
lebanese,merging
lebanese,cuisine
lebanese,close
inspiration,merging
inspiration,cuisine
inspiration,close
inspiration,proximity
merging,cuisine
merging,close
merging,proximity
cuisine,close
cuisine,proximity
close,proximity
close,similarity
close,country
proximity,similarity
proximity,country
similarity,country
similarity,food
similarity,menu
similarity,addition
country,food
country,menu
country,addition
country,make
food,menu
food,addition
food,make
food,sense
menu,addition
menu,make
menu,sense
addition,make
addition,sense
addition,maternal
make,sense
make,maternal
make,side
sense,maternal
sense,side
sense,greek
maternal,side
maternal,greek
maternal,play
maternal,role
maternal,merge
side,greek
side,play
side,role
side,merge
side,well
greek,play
greek,role
greek,merge
greek,well
play,role
play,merge
play,well
play,believe
role,merge
role,well
role,believe
role,inclusion
merge,well
merge,believe
merge,inclusion
well,believe
well,inclusion
believe,inclusion
believe,food
believe,will
inclusion,food
inclusion,will
inclusion,increase
food,will
food,increase
food,interest
food,deli
will,increase
will,interest
will,deli
increase,interest
increase,deli
increase,live
interest,deli
interest,live
interest,neighborhood
deli,live
deli,neighborhood
deli,lot
live,neighborhood
live,lot
live,great
neighborhood,lot
neighborhood,great
neighborhood,food
lot,great
lot,food
lot,eat
great,food
great,eat
great,often
food,eat
food,often
food,though
food,firmly
food,root
eat,often
eat,though
eat,firmly
eat,root
eat,traditional
often,though
often,firmly
often,root
often,traditional
often,jewish
though,firmly
though,root
though,traditional
though,jewish
though,deli
firmly,root
firmly,traditional
firmly,jewish
firmly,deli
firmly,cuisine
root,traditional
root,jewish
root,deli
root,cuisine
root,highlight
traditional,jewish
traditional,deli
traditional,cuisine
traditional,highlight
traditional,influence
jewish,deli
jewish,cuisine
jewish,highlight
jewish,influence
deli,cuisine
deli,highlight
deli,influence
cuisine,highlight
cuisine,influence
cuisine,come
highlight,influence
highlight,come
influence,come
influence,say
come,say
come,chicken
come,shawarma
say,chicken
say,shawarma
say,middle
say,eastern
chicken,shawarma
chicken,middle
chicken,eastern
chicken,dish
chicken,typically
shawarma,middle
shawarma,eastern
shawarma,dish
shawarma,typically
shawarma,serve
middle,eastern
middle,dish
middle,typically
middle,serve
middle,roll
eastern,dish
eastern,typically
eastern,serve
eastern,roll
eastern,pita
dish,typically
dish,serve
dish,roll
dish,pita
dish,will
typically,serve
typically,roll
typically,pita
typically,will
typically,weekly
serve,roll
serve,pita
serve,will
serve,weekly
serve,special
roll,pita
roll,will
roll,weekly
roll,special
pita,will
pita,weekly
pita,special
will,weekly
will,special
will,pita
weekly,special
weekly,pita
weekly,will
special,pita
special,will
special,homemade
pita,will
pita,homemade
pita,deli
pita,lebanese
will,homemade
will,deli
will,lebanese
will,cheese
homemade,deli
homemade,lebanese
homemade,cheese
homemade,resemble
deli,lebanese
deli,cheese
deli,resemble
deli,greek
lebanese,cheese
lebanese,resemble
lebanese,greek
lebanese,yogurt
lebanese,will
cheese,resemble
cheese,greek
cheese,yogurt
cheese,will
cheese,serve
resemble,greek
resemble,yogurt
resemble,will
resemble,serve
resemble,latke
greek,yogurt
greek,will
greek,serve
greek,latke
greek,will
yogurt,will
yogurt,serve
yogurt,latke
yogurt,will
yogurt,make
will,serve
will,latke
will,will
will,make
will,root
serve,latke
serve,will
serve,make
serve,root
serve,vegetable
latke,will
latke,make
latke,root
latke,vegetable
latke,like
will,make
will,root
will,vegetable
will,like
will,parsnip
make,root
make,vegetable
make,like
make,parsnip
make,addition
root,vegetable
root,like
root,parsnip
root,addition
root,potato
vegetable,like
vegetable,parsnip
vegetable,addition
vegetable,potato
vegetable,deli
like,parsnip
like,addition
like,potato
like,deli
like,will
parsnip,addition
parsnip,potato
parsnip,deli
parsnip,will
parsnip,also
addition,potato
addition,deli
addition,will
addition,also
addition,serve
potato,deli
potato,will
potato,also
potato,serve
potato,labneh
deli,will
deli,also
deli,serve
deli,labneh
deli,lieu
will,also
will,serve
will,labneh
will,lieu
will,sour
also,serve
also,labneh
also,lieu
also,sour
also,cream
serve,labneh
serve,lieu
serve,sour
serve,cream
serve,caviar
labneh,lieu
labneh,sour
labneh,cream
labneh,caviar
labneh,service
lieu,sour
lieu,cream
lieu,caviar
lieu,service
lieu,one
sour,cream
sour,caviar
sour,service
sour,one
sour,aspect
cream,caviar
cream,service
cream,one
cream,aspect
caviar,service
caviar,one
caviar,aspect
caviar,excited
service,one
service,aspect
service,excited
one,aspect
one,excited
one,interest
aspect,excited
aspect,interest
aspect,stem
excited,interest
excited,stem
excited,personal
excited,taste
interest,stem
interest,personal
interest,taste
interest,also
interest,eastern
stem,personal
stem,taste
stem,also
stem,eastern
stem,european
personal,taste
personal,also
personal,eastern
personal,european
taste,also
taste,eastern
taste,european
taste,root
also,eastern
also,european
also,root
eastern,european
eastern,root
european,root
european,specialty
root,specialty
root,item
specialty,item
specialty,huge
specialty,fan
item,huge
item,fan
item,long
huge,fan
huge,long
huge,time
fan,long
fan,time
fan,say
long,time
long,say
time,say
time,n’t
say,n’t
say,lot
say,place
n’t,lot
n’t,place
n’t,eat
lot,place
lot,eat
lot,special
place,eat
place,special
place,occasion
eat,special
eat,occasion
eat,get
eat,eat
special,occasion
special,get
special,eat
special,heritage
special,eastern
occasion,get
occasion,eat
occasion,heritage
occasion,eastern
occasion,european
get,eat
get,heritage
get,eastern
get,european
eat,heritage
eat,eastern
eat,european
eat,father
heritage,eastern
heritage,european
heritage,father
eastern,european
eastern,father
eastern,side
european,father
european,side
father,side
side,offer
offer,type
offer,caviar
offer,n’t
offer,just
offer,purchase
type,caviar
type,n’t
type,just
type,purchase
caviar,n’t
caviar,just
caviar,purchase
n’t,just
n’t,purchase
just,purchase
purchase,serve
serve,blini
serve,common
serve,food
serve,eat
serve,holiday
blini,common
blini,food
blini,eat
blini,holiday
common,food
common,eat
common,holiday
common,surround
food,eat
food,holiday
food,surround
food,country
eat,holiday
eat,surround
eat,country
eat,popularize
holiday,surround
holiday,country
holiday,popularize
surround,country
surround,popularize
country,popularize
popularize,jewish
jewish,immigrant
jewish,stock
jewish,will
immigrant,stock
immigrant,will
immigrant,come
stock,wilsix,game
six,accomplish
game,accomplish
meanwhile,batting
meanwhile,seven
batting,seven
batting,home
seven,home
seven,run
seven,rbi
home,run
home,rbi
home,game
run,rbi
run,game
rbi,game
rbi,rbi
game,rbi
game,third
game,player
rbi,third
rbi,player
rbi,opponent
rbi,season
third,player
third,opponent
third,season
player,opponent
player,season
opponent,season
opponent,rbi
season,rbi
rbi,four
rbi,shy
four,shy
four,record
shy,record
shy,set
record,set
set,rbi
rbi,experience
experience,travel
experience,problem
experience,route
travel,problem
travel,route
travel,will
problem,route
problem,will
problem,replace
route,will
route,replace
route,start
route,lineup
will,replace
will,start
will,lineup
replace,start
replace,lineup
replace,lineup
start,lineup
start,lineup
start,cub
lineup,lineup
lineup,cub
lineup,cub
abundantly,clear
abundantly,spend
abundantly,time
clear,spend
clear,time
clear,summer
spend,time
spend,summer
spend,project
spend,line
time,summer
time,project
time,line
time,combination
summer,project
summer,line
summer,combination
summer,throw
project,line
project,combination
project,throw
project,baseball
line,combination
line,throw
line,baseball
line,coach
combination,throw
combination,baseball
combination,coach
combination,task
throw,baseball
throw,coach
throw,task
throw,toss
baseball,coach
baseball,task
baseball,toss
baseball,first
coach,task
coach,toss
coach,first
coach,pitch
task,toss
task,first
task,pitch
toss,first
toss,pitch
first,pitch
first,game
